inquiry_id,item_no,material_id,inquiry_quantity,unit,expected_unit_price,item_remarks
INQ-20250748-003,2,MAT-10028,138.0,个,420.16,深圳
INQ-20250748-003,3,MAT-10020,143.0,箱,228.89,地方
INQ-20250749-001,1,MAT-10038,351.0,套,72.61,销售
INQ-20250749-001,2,MAT-10049,17.0,箱,116.25,全国
INQ-20250749-001,3,MAT-10037,44.0,套,349.98,只要
INQ-20250749-002,1,MAT-10013,407.0,件,136.94,基本
INQ-20250749-002,2,MAT-10011,29.0,箱,385.16,更新
INQ-20250749-002,3,MAT-10027,459.0,个,261.15,专业
INQ-20250749-003,1,MAT-10041,434.0,箱,387.38,很多
INQ-20250749-003,2,MAT-10040,121.0,件,382.29,到了
INQ-20250749-003,3,MAT-10012,392.0,件,392.3,有限
INQ-20250750-001,1,MAT-10040,34.0,套,432.62,等级
INQ-20250750-001,2,MAT-10037,81.0,件,496.18,在线
INQ-20250750-001,3,MAT-10016,372.0,件,12.6,广告
INQ-20250750-002,1,MAT-10022,427.0,件,237.48,网络
INQ-20250750-002,2,MAT-10033,432.0,箱,189.72,不能
INQ-20250750-002,3,MAT-10028,319.0,个,191.12,留言
INQ-20250750-003,1,MAT-10005,485.0,个,413.63,具有
INQ-20250750-003,2,MAT-10035,179.0,套,234.4,精华
INQ-20250750-003,3,MAT-10037,485.0,箱,212.16,社会
INQ-20250751-001,1,MAT-10040,218.0,件,211.92,不同
INQ-20250751-001,2,MAT-10043,207.0,件,23.1,下载
INQ-20250751-001,3,MAT-10007,35.0,个,58.54,在线
INQ-20250751-002,1,MAT-10033,175.0,箱,486.25,欢迎
INQ-20250751-002,2,MAT-10013,304.0,套,318.26,建设
INQ-20250751-002,3,MAT-10032,373.0,套,244.62,位置
INQ-20250751-003,1,MAT-10032,206.0,套,235.93,地区
INQ-20250751-003,2,MAT-10005,70.0,套,53.34,标准
INQ-20250751-003,3,MAT-10048,30.0,件,391.39,男人
INQ-20250752-001,1,MAT-10006,321.0,套,250.97,为什
INQ-20250752-001,2,MAT-10037,87.0,箱,275.45,事情
INQ-20250752-001,3,MAT-10005,135.0,件,499.0,类别
INQ-20250752-002,1,MAT-10047,83.0,件,291.42,显示
INQ-20250752-002,2,MAT-10039,162.0,件,24.94,事情
INQ-20250752-002,3,MAT-10019,107.0,个,194.94,为什
INQ-20250752-003,1,MAT-10044,487.0,个,50.95,没有
INQ-20250752-003,2,MAT-10033,312.0,件,480.54,需要
INQ-20250752-003,3,MAT-10032,32.0,个,283.36,教育
INQ-20250753-001,1,MAT-10005,242.0,件,377.49,一般
INQ-20250753-001,2,MAT-10036,75.0,套,135.21,来源
INQ-20250753-001,3,MAT-10002,106.0,个,446.4,很多
INQ-20250753-002,1,MAT-10041,138.0,个,211.23,提供
INQ-20250753-002,2,MAT-10048,495.0,套,471.52,法律
INQ-20250753-002,3,MAT-10004,270.0,个,393.52,能力
INQ-20250753-003,1,MAT-10011,185.0,套,108.4,日期
INQ-20250753-003,2,MAT-10049,297.0,套,449.18,更多
INQ-20250753-003,3,MAT-10018,318.0,件,232.32,网络
INQ-20250754-001,1,MAT-10010,402.0,箱,145.61,女人
INQ-20250754-001,2,MAT-10014,498.0,件,256.04,文件
INQ-20250754-001,3,MAT-10006,330.0,个,246.96,自己
INQ-20250754-002,1,MAT-10011,303.0,个,153.23,其中
INQ-20250754-002,2,MAT-10015,360.0,件,29.63,北京
INQ-20250754-002,3,MAT-10037,18.0,箱,233.31,搜索
INQ-20250754-003,1,MAT-10014,213.0,个,442.32,成功
INQ-20250754-003,2,MAT-10041,426.0,件,244.97,而且
INQ-20250754-003,3,MAT-10009,280.0,箱,255.32,一定
INQ-20250755-001,1,MAT-10049,20.0,箱,320.66,帮助
INQ-20250755-001,2,MAT-10009,224.0,套,226.38,当前
INQ-20250755-001,3,MAT-10049,42.0,件,180.38,影响
INQ-20250755-002,1,MAT-10017,81.0,个,303.27,工程
INQ-20250755-002,2,MAT-10006,30.0,箱,219.91,内容
INQ-20250755-002,3,MAT-10036,383.0,个,318.49,次数
INQ-20250755-003,1,MAT-10023,379.0,箱,398.18,手机
INQ-20250755-003,2,MAT-10045,322.0,箱,329.96,计划
INQ-20250755-003,3,MAT-10015,59.0,件,450.5,不会
INQ-20250756-001,1,MAT-10006,453.0,件,85.56,看到
INQ-20250756-001,2,MAT-10010,379.0,件,452.51,不是
INQ-20250756-001,3,MAT-10038,198.0,件,208.27,城市
INQ-20250756-002,1,MAT-10035,56.0,箱,409.24,因为
INQ-20250756-002,2,MAT-10006,360.0,个,15.74,拥有
INQ-20250756-002,3,MAT-10026,13.0,件,317.37,都是
INQ-20250756-003,1,MAT-10024,384.0,个,124.65,类型
INQ-20250756-003,2,MAT-10007,383.0,个,90.22,都是
INQ-20250756-003,3,MAT-10044,18.0,箱,367.86,的人
INQ-20250757-001,1,MAT-10038,375.0,箱,126.87,或者
INQ-20250757-001,2,MAT-10016,217.0,件,476.89,技术
INQ-20250757-001,3,MAT-10025,18.0,件,334.62,规定
INQ-20250757-002,1,MAT-10029,480.0,件,237.18,城市
INQ-20250757-002,2,MAT-10049,413.0,箱,356.94,最新
INQ-20250757-002,3,MAT-10041,390.0,件,408.12,简介
INQ-20250757-003,1,MAT-10006,127.0,个,296.62,无法
INQ-20250757-003,2,MAT-10036,116.0,件,381.59,功能
INQ-20250757-003,3,MAT-10040,42.0,件,342.9,报告
INQ-20250758-001,1,MAT-10007,153.0,个,246.93,一般
INQ-20250758-001,2,MAT-10026,275.0,个,148.53,经济
INQ-20250758-001,3,MAT-10023,289.0,件,376.15,情况
INQ-20250758-002,1,MAT-10002,211.0,套,401.39,帖子
INQ-20250758-002,2,MAT-10024,458.0,套,94.96,不同
INQ-20250758-002,3,MAT-10002,495.0,个,72.22,显示
INQ-20250758-003,1,MAT-10024,294.0,套,27.0,自己
INQ-20250758-003,2,MAT-10007,41.0,箱,326.55,工程
INQ-20250758-003,3,MAT-10010,183.0,箱,323.38,的是
INQ-20250759-001,1,MAT-10013,89.0,套,162.78,开发
INQ-20250759-001,2,MAT-10020,64.0,箱,252.28,搜索
INQ-20250759-001,3,MAT-10034,249.0,套,332.76,设计
INQ-20250759-002,1,MAT-10032,51.0,箱,251.38,学生
INQ-20250759-002,2,MAT-10009,179.0,个,480.06,国家
INQ-20250759-002,3,MAT-10009,202.0,件,98.54,系列
INQ-20250759-003,1,MAT-10030,28.0,件,24.81,设计
INQ-20250759-003,2,MAT-10038,290.0,件,206.25,解决
INQ-20250759-003,3,MAT-10048,302.0,个,441.27,发现
INQ-20250760-001,1,MAT-10006,392.0,套,197.99,开始
INQ-20250760-001,2,MAT-10049,143.0,套,308.57,中心
INQ-20250760-001,3,MAT-10032,318.0,件,40.19,一下
INQ-20250760-002,1,MAT-10019,463.0,套,408.98,搜索
INQ-20250760-002,2,MAT-10039,457.0,件,220.24,参加
INQ-20250760-002,3,MAT-10039,431.0,套,346.96,为什
INQ-20250760-003,1,MAT-10041,422.0,件,239.59,等级
INQ-20250760-003,2,MAT-10012,75.0,个,50.38,汽车
INQ-20250760-003,3,MAT-10035,324.0,套,88.64,发现
INQ-20250761-001,1,MAT-10006,318.0,箱,490.28,地址
INQ-20250761-001,2,MAT-10014,396.0,套,391.49,主要
INQ-20250761-001,3,MAT-10021,58.0,套,306.53,北京
INQ-20250761-002,1,MAT-10006,121.0,箱,150.77,方法
INQ-20250761-002,2,MAT-10043,240.0,件,143.7,论坛
INQ-20250761-002,3,MAT-10044,20.0,套,167.65,注册
INQ-20250761-003,1,MAT-10033,498.0,箱,84.23,已经
INQ-20250761-003,2,MAT-10012,322.0,件,328.9,电脑
INQ-20250761-003,3,MAT-10004,257.0,件,291.78,网上
INQ-20250762-001,1,MAT-10006,305.0,箱,12.1,程序
INQ-20250762-001,2,MAT-10044,91.0,个,290.7,看到
INQ-20250762-001,3,MAT-10023,72.0,件,459.95,更多
INQ-20250762-002,1,MAT-10024,412.0,箱,486.54,人员
INQ-20250762-002,2,MAT-10029,134.0,件,344.55,如果
INQ-20250762-002,3,MAT-10004,334.0,个,444.71,状态
INQ-20250762-003,1,MAT-10036,361.0,件,312.22,这种
INQ-20250762-003,2,MAT-10023,466.0,套,11.08,那些
INQ-20250762-003,3,MAT-10006,254.0,个,327.54,推荐
INQ-20250763-001,1,MAT-10042,213.0,个,20.39,中文
INQ-20250763-001,2,MAT-10002,152.0,个,42.83,很多
INQ-20250763-001,3,MAT-10014,116.0,套,457.65,规定
INQ-20250763-002,1,MAT-10016,47.0,箱,131.24,文件
INQ-20250763-002,2,MAT-10023,210.0,套,374.17,程序
INQ-20250763-002,3,MAT-10021,187.0,套,295.5,如此
INQ-20250763-003,1,MAT-10019,253.0,套,117.16,为了
INQ-20250763-003,2,MAT-10011,116.0,箱,285.83,这么
INQ-20250763-003,3,MAT-10017,222.0,件,159.36,决定
INQ-20250764-001,1,MAT-10028,215.0,件,45.59,等级
INQ-20250764-001,2,MAT-10029,332.0,套,46.32,关系
INQ-20250764-001,3,MAT-10016,169.0,个,296.69,一般
INQ-20250764-002,1,MAT-10023,105.0,箱,322.3,安全
INQ-20250764-002,2,MAT-10007,13.0,箱,54.94,起来
INQ-20250764-002,3,MAT-10048,468.0,个,110.9,管理
INQ-20250764-003,1,MAT-10025,45.0,件,294.85,控制
INQ-20250764-003,2,MAT-10037,46.0,个,358.13,全部
INQ-20250764-003,3,MAT-10039,211.0,箱,450.02,经验
INQ-20250765-001,1,MAT-10014,108.0,箱,299.6,今年
INQ-20250765-001,2,MAT-10020,270.0,箱,157.97,以下
INQ-20250765-001,3,MAT-10028,180.0,箱,486.08,公司
INQ-20250765-002,1,MAT-10032,56.0,箱,23.98,其实
INQ-20250765-002,2,MAT-10015,450.0,箱,373.67,东西
INQ-20250765-002,3,MAT-10011,239.0,个,321.24,经营
INQ-20250765-003,1,MAT-10005,106.0,套,64.58,现在
INQ-20250765-003,2,MAT-10045,298.0,件,442.17,新闻
INQ-20250765-003,3,MAT-10014,466.0,套,259.1,您的
INQ-20250766-001,1,MAT-10030,266.0,套,105.34,商品
INQ-20250766-001,2,MAT-10028,429.0,个,338.4,电脑
INQ-20250766-001,3,MAT-10023,417.0,件,176.15,提供
INQ-20250766-002,1,MAT-10006,423.0,个,195.0,部门
INQ-20250766-002,2,MAT-10012,17.0,箱,444.55,基本
INQ-20250766-002,3,MAT-10005,226.0,件,498.74,等级
INQ-20250766-003,1,MAT-10041,164.0,套,353.09,首页
INQ-20250766-003,2,MAT-10004,39.0,套,266.76,那些
INQ-20250766-003,3,MAT-10016,304.0,套,122.56,如此
INQ-20250767-001,1,MAT-10021,217.0,套,213.8,发生
INQ-20250767-001,2,MAT-10019,195.0,套,241.74,密码
INQ-20250767-001,3,MAT-10042,313.0,个,290.04,可是
INQ-20250767-002,1,MAT-10005,76.0,个,204.14,不会
INQ-20250767-002,2,MAT-10008,153.0,套,258.41,客户
INQ-20250767-002,3,MAT-10040,386.0,个,66.84,那么
INQ-20250767-003,1,MAT-10045,368.0,件,25.3,当然
INQ-20250767-003,2,MAT-10019,202.0,套,56.84,来源
INQ-20250767-003,3,MAT-10046,85.0,件,492.13,起来
INQ-20250768-001,1,MAT-10036,374.0,箱,439.32,任何
INQ-20250768-001,2,MAT-10009,87.0,套,29.05,一个
INQ-20250768-001,3,MAT-10008,216.0,箱,286.1,市场
INQ-20250768-002,1,MAT-10029,323.0,套,249.71,查看
INQ-20250768-002,2,MAT-10047,375.0,套,277.88,不是
INQ-20250768-002,3,MAT-10043,270.0,箱,261.88,其他
INQ-20250768-003,1,MAT-10007,291.0,个,479.62,部门
INQ-20250768-003,2,MAT-10017,143.0,箱,57.15,重要
INQ-20250768-003,3,MAT-10001,118.0,件,12.25,需要
INQ-20250769-001,1,MAT-10003,457.0,箱,212.35,文章
INQ-20250769-001,2,MAT-10025,54.0,套,157.52,中心
INQ-20250769-001,3,MAT-10042,51.0,箱,166.42,地区
INQ-20250769-002,1,MAT-10016,105.0,个,171.56,的是
INQ-20250769-002,2,MAT-10007,147.0,件,149.31,包括
INQ-20250769-002,3,MAT-10019,378.0,箱,333.91,帮助
INQ-20250769-003,1,MAT-10027,315.0,箱,107.44,记者
INQ-20250769-003,2,MAT-10014,449.0,件,394.55,内容
INQ-20250769-003,3,MAT-10027,295.0,箱,332.22,发表
INQ-20250770-001,1,MAT-10045,117.0,个,142.39,出来
INQ-20250770-001,2,MAT-10004,340.0,个,147.2,控制
INQ-20250770-001,3,MAT-10027,175.0,套,493.42,现在
INQ-20250770-002,1,MAT-10026,121.0,套,60.96,一下
INQ-20250770-002,2,MAT-10002,47.0,箱,125.52,经营
INQ-20250770-002,3,MAT-10011,476.0,套,391.42,这么
INQ-20250770-003,1,MAT-10036,29.0,套,449.95,客户
INQ-20250770-003,2,MAT-10041,417.0,套,28.49,你的
INQ-20250770-003,3,MAT-10012,489.0,件,458.54,国际
INQ-20250771-001,1,MAT-10027,255.0,件,147.69,正在
INQ-20250771-001,2,MAT-10008,22.0,个,197.96,这个
INQ-20250771-001,3,MAT-10050,33.0,个,389.67,为了
INQ-20250771-002,1,MAT-10021,154.0,个,423.48,而且
INQ-20250771-002,2,MAT-10042,303.0,套,252.44,市场
INQ-20250771-002,3,MAT-10032,149.0,件,475.87,学生
INQ-20250771-003,1,MAT-10024,37.0,套,347.17,但是
INQ-20250771-003,2,MAT-10045,347.0,箱,353.95,今天
INQ-20250771-003,3,MAT-10029,365.0,套,277.24,您的
INQ-20250772-001,1,MAT-10006,388.0,个,92.99,联系
INQ-20250772-001,2,MAT-10038,81.0,箱,280.33,一般
INQ-20250772-001,3,MAT-10032,239.0,件,65.45,出现
INQ-20250772-002,1,MAT-10002,84.0,箱,19.22,因此
INQ-20250772-002,2,MAT-10021,237.0,件,292.42,品牌
INQ-20250772-002,3,MAT-10047,29.0,箱,26.7,今天
INQ-20250772-003,1,MAT-10028,326.0,个,48.61,次数
INQ-20250772-003,2,MAT-10011,139.0,个,157.12,回复
INQ-20250772-003,3,MAT-10042,155.0,套,404.22,国家
INQ-20250773-001,1,MAT-10027,302.0,个,468.55,学习
INQ-20250773-001,2,MAT-10010,340.0,个,207.33,知道
INQ-20250773-001,3,MAT-10020,344.0,箱,390.14,规定
INQ-20250773-002,1,MAT-10017,227.0,箱,472.32,企业
INQ-20250773-002,2,MAT-10001,479.0,个,446.41,资料
INQ-20250773-002,3,MAT-10050,339.0,个,174.9,而且
INQ-20250773-003,1,MAT-10012,286.0,个,387.19,最新
INQ-20250773-003,2,MAT-10049,427.0,套,368.65,电子
INQ-20250773-003,3,MAT-10017,103.0,件,140.08,大学
INQ-20250774-001,1,MAT-10036,475.0,箱,254.03,具有
INQ-20250774-001,2,MAT-10006,251.0,箱,134.95,您的
INQ-20250774-001,3,MAT-10032,171.0,套,77.82,决定
INQ-20250774-002,1,MAT-10049,216.0,个,275.13,不同
INQ-20250774-002,2,MAT-10031,283.0,套,349.07,选择
INQ-20250774-002,3,MAT-10046,107.0,个,82.59,不同
INQ-20250774-003,1,MAT-10040,477.0,件,488.9,拥有
INQ-20250774-003,2,MAT-10049,280.0,套,292.02,信息
INQ-20250774-003,3,MAT-10004,357.0,件,467.92,这是
INQ-20250775-001,1,MAT-10030,18.0,件,453.57,规定
INQ-20250775-001,2,MAT-10040,160.0,件,375.2,部门
INQ-20250775-001,3,MAT-10002,345.0,套,51.58,出来
INQ-20250775-002,1,MAT-10015,386.0,套,138.77,东西
INQ-20250775-002,2,MAT-10017,479.0,箱,254.91,文章
INQ-20250775-002,3,MAT-10025,184.0,件,26.85,很多
INQ-20250775-003,1,MAT-10004,296.0,件,412.05,原因
INQ-20250775-003,2,MAT-10049,108.0,个,228.88,文化
INQ-20250775-003,3,MAT-10030,137.0,个,398.92,地址
INQ-20250776-001,1,MAT-10031,301.0,件,483.68,影响
INQ-20250776-001,2,MAT-10016,79.0,件,77.68,日期
INQ-20250776-001,3,MAT-10003,453.0,件,385.23,非常
INQ-20250776-002,1,MAT-10041,198.0,套,205.02,品牌
INQ-20250776-002,2,MAT-10004,351.0,件,21.19,留言
INQ-20250776-002,3,MAT-10026,399.0,套,135.85,非常
INQ-20250776-003,1,MAT-10040,119.0,件,465.69,历史
INQ-20250776-003,2,MAT-10029,311.0,个,420.67,非常
INQ-20250776-003,3,MAT-10007,168.0,件,80.61,系列
INQ-20250777-001,1,MAT-10016,461.0,件,452.39,他们
INQ-20250777-001,2,MAT-10042,241.0,件,387.86,我的
INQ-20250777-001,3,MAT-10015,66.0,个,449.82,你的
INQ-20250777-002,1,MAT-10012,157.0,件,118.73,感觉
INQ-20250777-002,2,MAT-10016,194.0,套,248.86,说明
INQ-20250777-002,3,MAT-10040,53.0,个,454.23,一直
INQ-20250777-003,1,MAT-10037,326.0,个,10.35,大家
INQ-20250777-003,2,MAT-10029,259.0,套,48.53,结果
INQ-20250777-003,3,MAT-10015,184.0,个,193.23,广告
INQ-20250778-001,1,MAT-10043,476.0,套,175.67,这是
INQ-20250778-001,2,MAT-10024,154.0,箱,36.47,因此
INQ-20250778-001,3,MAT-10002,88.0,个,19.28,标题
INQ-20250778-002,1,MAT-10017,142.0,套,292.91,地区
INQ-20250778-002,2,MAT-10012,322.0,套,385.98,发展
INQ-20250778-002,3,MAT-10041,158.0,套,370.5,日本
INQ-20250778-003,1,MAT-10011,277.0,个,60.84,已经
INQ-20250778-003,2,MAT-10032,238.0,件,280.96,分析
INQ-20250778-003,3,MAT-10028,16.0,套,463.69,电子
INQ-20250779-001,1,MAT-10014,176.0,箱,118.02,合作
INQ-20250779-001,2,MAT-10002,35.0,套,33.76,日期
INQ-20250779-001,3,MAT-10012,18.0,件,69.92,销售
INQ-20250779-002,1,MAT-10029,354.0,箱,275.43,标题
INQ-20250779-002,2,MAT-10038,21.0,件,423.26,价格
INQ-20250779-002,3,MAT-10039,464.0,套,385.67,任何
INQ-20250779-003,1,MAT-10036,391.0,件,81.13,其他
INQ-20250779-003,2,MAT-10042,460.0,件,175.46,建设
INQ-20250779-003,3,MAT-10012,309.0,个,81.11,这种
INQ-20250780-001,1,MAT-10004,486.0,个,346.88,标题
INQ-20250780-001,2,MAT-10006,206.0,箱,209.49,密码
INQ-20250780-001,3,MAT-10018,221.0,个,483.8,欢迎
INQ-20250780-002,1,MAT-10040,37.0,套,202.28,的是
INQ-20250780-002,2,MAT-10001,496.0,套,123.84,安全
INQ-20250780-002,3,MAT-10009,398.0,个,354.79,规定
INQ-20250780-003,1,MAT-10032,481.0,套,258.48,业务
INQ-20250780-003,2,MAT-10027,247.0,件,101.86,其实
INQ-20250780-003,3,MAT-10032,133.0,个,206.03,广告
INQ-20250781-001,1,MAT-10010,136.0,套,352.62,两个
INQ-20250781-001,2,MAT-10014,313.0,个,236.66,详细
INQ-20250781-001,3,MAT-10014,378.0,个,250.3,日期
INQ-20250781-002,1,MAT-10031,259.0,箱,88.86,的人
INQ-20250781-002,2,MAT-10014,236.0,件,491.17,可能
INQ-20250781-002,3,MAT-10003,287.0,箱,78.0,我们
INQ-20250781-003,1,MAT-10013,46.0,件,421.9,不是
INQ-20250781-003,2,MAT-10005,184.0,件,279.3,看到
INQ-20250781-003,3,MAT-10039,485.0,箱,267.87,空间
INQ-20250782-001,1,MAT-10018,173.0,件,105.07,当前
INQ-20250782-001,2,MAT-10030,99.0,件,181.35,运行
INQ-20250782-001,3,MAT-10028,27.0,套,467.64,社区
INQ-20250782-002,1,MAT-10049,30.0,套,171.19,类型
INQ-20250782-002,2,MAT-10010,68.0,件,308.79,已经
INQ-20250782-002,3,MAT-10004,160.0,件,205.62,电影
INQ-20250782-003,1,MAT-10045,62.0,件,375.46,继续
INQ-20250782-003,2,MAT-10036,67.0,个,172.73,方面
INQ-20250782-003,3,MAT-10038,443.0,箱,409.76,但是
INQ-20250783-001,1,MAT-10003,205.0,套,95.66,为了
INQ-20250783-001,2,MAT-10021,20.0,个,135.26,标题
INQ-20250783-001,3,MAT-10025,485.0,个,138.64,下载
INQ-20250783-002,1,MAT-10047,237.0,套,211.87,中国
INQ-20250783-002,2,MAT-10005,161.0,个,95.02,大小
INQ-20250783-002,3,MAT-10033,321.0,箱,312.09,登录
INQ-20250783-003,1,MAT-10019,282.0,个,287.47,中国
INQ-20250783-003,2,MAT-10012,272.0,箱,69.68,时候
INQ-20250783-003,3,MAT-10044,164.0,件,166.02,运行
INQ-20250784-001,1,MAT-10039,499.0,套,486.42,显示
INQ-20250784-001,2,MAT-10024,467.0,箱,47.08,其中
INQ-20250784-001,3,MAT-10048,459.0,个,26.35,的人
INQ-20250784-002,1,MAT-10003,149.0,箱,344.37,出来
INQ-20250784-002,2,MAT-10027,136.0,个,494.65,国际
INQ-20250784-002,3,MAT-10023,389.0,套,337.34,以下
INQ-20250784-003,1,MAT-10038,126.0,个,401.62,行业
INQ-20250784-003,2,MAT-10005,24.0,箱,371.86,欢迎
INQ-20250784-003,3,MAT-10023,490.0,件,317.48,合作
INQ-20250785-001,1,MAT-10036,200.0,件,113.56,环境
INQ-20250785-001,2,MAT-10029,320.0,套,225.5,今天
INQ-20250785-001,3,MAT-10013,58.0,个,460.75,生产
INQ-20250785-002,1,MAT-10036,12.0,个,473.84,新闻
INQ-20250785-002,2,MAT-10034,123.0,箱,255.68,那些
INQ-20250785-002,3,MAT-10013,385.0,件,409.3,网络
INQ-20250785-003,1,MAT-10012,11.0,套,426.48,来源
INQ-20250785-003,2,MAT-10013,110.0,件,43.05,推荐
INQ-20250785-003,3,MAT-10047,70.0,件,314.74,我的
INQ-20250786-001,1,MAT-10018,429.0,套,56.3,电影
INQ-20250786-001,2,MAT-10016,201.0,箱,159.99,她的
INQ-20250786-001,3,MAT-10012,304.0,套,77.64,发布
INQ-20250786-002,1,MAT-10019,247.0,箱,129.29,发生
INQ-20250786-002,2,MAT-10010,306.0,个,135.97,开发
INQ-20250786-002,3,MAT-10034,62.0,箱,383.72,已经
INQ-20250786-003,1,MAT-10013,384.0,个,338.16,提供
INQ-20250786-003,2,MAT-10027,414.0,件,324.12,成为
INQ-20250786-003,3,MAT-10036,239.0,个,374.97,对于
INQ-20250787-001,1,MAT-10027,42.0,件,333.0,学习
INQ-20250787-001,2,MAT-10024,339.0,套,416.64,重要
INQ-20250787-001,3,MAT-10041,246.0,件,451.62,深圳
INQ-20250787-002,1,MAT-10002,312.0,件,277.87,音乐
INQ-20250787-002,2,MAT-10033,311.0,套,302.52,控制
INQ-20250787-002,3,MAT-10048,430.0,个,152.03,系统
INQ-20250787-003,1,MAT-10045,227.0,件,70.05,说明
INQ-20250787-003,2,MAT-10018,182.0,件,416.22,孩子
INQ-20250787-003,3,MAT-10041,373.0,件,489.75,如此
INQ-20250788-001,1,MAT-10020,413.0,套,103.54,行业
INQ-20250788-001,2,MAT-10005,217.0,套,77.79,认为
INQ-20250788-001,3,MAT-10012,34.0,件,361.51,特别
INQ-20250788-002,1,MAT-10050,456.0,件,439.83,个人
INQ-20250788-002,2,MAT-10009,292.0,件,150.78,联系
INQ-20250788-002,3,MAT-10012,95.0,箱,127.81,更新
INQ-20250788-003,1,MAT-10050,64.0,件,458.22,环境
INQ-20250788-003,2,MAT-10022,70.0,件,332.61,学习
INQ-20250788-003,3,MAT-10032,143.0,个,183.47,如此
INQ-20250789-001,1,MAT-10011,333.0,套,444.27,记者
INQ-20250789-001,2,MAT-10016,350.0,箱,340.91,影响
INQ-20250789-001,3,MAT-10045,416.0,个,307.45,不要
INQ-20250789-002,1,MAT-10036,239.0,件,214.72,之间
INQ-20250789-002,2,MAT-10040,109.0,件,81.77,以及
INQ-20250789-002,3,MAT-10045,300.0,箱,474.16,成为
INQ-20250789-003,1,MAT-10010,197.0,件,126.77,各种
INQ-20250789-003,2,MAT-10009,473.0,套,418.78,他的
INQ-20250789-003,3,MAT-10033,484.0,套,313.94,手机
INQ-20250790-001,1,MAT-10045,433.0,套,181.21,发表
INQ-20250790-001,2,MAT-10014,421.0,个,422.24,包括
INQ-20250790-001,3,MAT-10007,80.0,件,145.35,一次
INQ-20250790-002,1,MAT-10037,307.0,个,402.31,位置
INQ-20250790-002,2,MAT-10002,59.0,箱,381.05,显示
INQ-20250790-002,3,MAT-10038,132.0,套,215.68,为了
INQ-20250790-003,1,MAT-10050,109.0,件,37.82,日本
INQ-20250790-003,2,MAT-10012,310.0,个,443.29,问题
INQ-20250790-003,3,MAT-10007,208.0,件,464.67,不是
INQ-20250791-001,1,MAT-10003,403.0,个,368.39,怎么
INQ-20250791-001,2,MAT-10050,160.0,箱,126.13,最大
INQ-20250791-001,3,MAT-10022,402.0,套,239.89,还有
INQ-20250791-002,1,MAT-10015,280.0,套,217.21,她的
INQ-20250791-002,2,MAT-10009,382.0,个,395.86,产品
INQ-20250791-002,3,MAT-10035,498.0,套,399.25,学生
INQ-20250791-003,1,MAT-10021,494.0,个,236.87,联系
INQ-20250791-003,2,MAT-10021,405.0,箱,385.46,地区
INQ-20250791-003,3,MAT-10023,380.0,套,140.41,然后
INQ-20250792-001,1,MAT-10027,317.0,箱,373.11,日期
INQ-20250792-001,2,MAT-10039,335.0,箱,71.05,标准
INQ-20250792-001,3,MAT-10001,101.0,套,176.25,次数
INQ-20250792-002,1,MAT-10002,363.0,个,243.0,软件
INQ-20250792-002,2,MAT-10031,117.0,件,323.88,研究
INQ-20250792-002,3,MAT-10023,420.0,个,330.65,系列
INQ-20250792-003,1,MAT-10035,141.0,套,417.94,市场
INQ-20250792-003,2,MAT-10032,53.0,箱,226.29,软件
INQ-20250792-003,3,MAT-10003,408.0,个,416.46,公司
INQ-20250793-001,1,MAT-10044,430.0,件,22.54,原因
INQ-20250793-001,2,MAT-10046,346.0,箱,188.56,网络
INQ-20250793-001,3,MAT-10001,75.0,个,38.23,一下
INQ-20250793-002,1,MAT-10039,399.0,套,187.03,如果
INQ-20250793-002,2,MAT-10003,117.0,个,24.61,一般
INQ-20250793-002,3,MAT-10046,214.0,箱,256.28,一下
INQ-20250793-003,1,MAT-10031,62.0,个,67.25,产品
INQ-20250793-003,2,MAT-10045,459.0,箱,169.49,在线
INQ-20250793-003,3,MAT-10046,284.0,套,426.6,最后
INQ-20250794-001,1,MAT-10023,213.0,套,234.48,查看
INQ-20250794-001,2,MAT-10010,105.0,个,242.15,价格
INQ-20250794-001,3,MAT-10038,34.0,套,460.47,认为
INQ-20250794-002,1,MAT-10026,32.0,箱,214.72,国内
INQ-20250794-002,2,MAT-10012,463.0,箱,213.31,投资
INQ-20250794-002,3,MAT-10027,462.0,件,482.21,目前
INQ-20250794-003,1,MAT-10046,400.0,套,112.12,时间
INQ-20250794-003,2,MAT-10042,484.0,个,86.96,怎么
INQ-20250794-003,3,MAT-10010,420.0,套,235.64,用户
INQ-20250795-001,1,MAT-10034,90.0,套,168.76,一点
INQ-20250795-001,2,MAT-10029,318.0,件,162.3,目前
INQ-20250795-001,3,MAT-10026,139.0,件,14.76,制作
INQ-20250795-002,1,MAT-10016,480.0,箱,146.41,拥有
INQ-20250795-002,2,MAT-10048,193.0,箱,489.48,因为
INQ-20250795-002,3,MAT-10014,136.0,箱,274.31,单位
INQ-20250795-003,1,MAT-10031,383.0,个,294.3,法律
INQ-20250795-003,2,MAT-10036,171.0,箱,378.15,设计
INQ-20250795-003,3,MAT-10011,443.0,个,461.86,这种
INQ-20250796-001,1,MAT-10027,185.0,件,76.76,中文
INQ-20250796-001,2,MAT-10050,420.0,箱,241.87,公司
INQ-20250796-001,3,MAT-10002,445.0,套,221.63,这种
INQ-20250796-002,1,MAT-10049,125.0,件,269.32,手机
INQ-20250796-002,2,MAT-10010,230.0,件,301.06,认为
INQ-20250796-002,3,MAT-10012,203.0,箱,320.45,项目
INQ-20250796-003,1,MAT-10024,38.0,件,388.86,全部
