quotation_id,item_no,inquiry_item_id,material_id,quotation_quantity,unit_price,discount_rate,item_amount,unit
QUO-20250783-002,3,INQ-20250783-002-3,MAT-10010,109.0,243.55,0.1,26546.95,件
QUO-20250783-003,1,INQ-20250783-003-1,MAT-10006,69.0,177.45,0.05,12244.05,件
QUO-20250783-003,2,INQ-20250783-003-2,MAT-10013,120.0,102.11,0.11,12253.2,箱
QUO-20250783-003,3,INQ-20250783-003-3,MAT-10023,122.0,273.14,0.08,33323.08,个
QUO-20250784-001,1,INQ-20250784-001-1,MAT-10028,82.0,229.54,0.1,18822.28,箱
QUO-20250784-001,2,INQ-20250784-001-2,MAT-10028,189.0,162.81,0.12,30771.09,套
QUO-20250784-001,3,INQ-20250784-001-3,MAT-10042,182.0,283.91,0.06,51671.62,个
QUO-20250784-002,1,INQ-20250784-002-1,MAT-10021,185.0,164.81,0.09,30489.85,个
QUO-20250784-002,2,INQ-20250784-002-2,MAT-10021,70.0,67.73,0.11,4741.1,箱
QUO-20250784-002,3,INQ-20250784-002-3,MAT-10025,85.0,207.63,0.03,17648.55,套
QUO-20250784-003,1,INQ-20250784-003-1,MAT-10038,199.0,108.57,0.02,21605.43,箱
QUO-20250784-003,2,INQ-20250784-003-2,MAT-10029,40.0,226.44,0.1,9057.6,套
QUO-20250784-003,3,INQ-20250784-003-3,MAT-10018,61.0,298.36,0.12,18199.96,件
QUO-20250785-001,1,INQ-20250785-001-1,MAT-10050,180.0,124.76,0.13,22456.8,套
QUO-20250785-001,2,INQ-20250785-001-2,MAT-10043,94.0,99.89,0.06,9389.66,套
QUO-20250785-001,3,INQ-20250785-001-3,MAT-10028,57.0,78.83,0.0,4493.31,件
QUO-20250785-002,1,INQ-20250785-002-1,MAT-10050,8.0,255.48,0.01,2043.84,套
QUO-20250785-002,2,INQ-20250785-002-2,MAT-10028,29.0,69.07,0.1,2003.03,套
QUO-20250785-002,3,INQ-20250785-002-3,MAT-10029,115.0,175.01,0.09,20126.15,个
QUO-20250785-003,1,INQ-20250785-003-1,MAT-10032,80.0,179.94,0.1,14395.2,箱
QUO-20250785-003,2,INQ-20250785-003-2,MAT-10011,22.0,214.8,0.13,4725.6,件
QUO-20250785-003,3,INQ-20250785-003-3,MAT-10038,26.0,233.97,0.05,6083.22,箱
QUO-20250786-001,1,INQ-20250786-001-1,MAT-10016,194.0,138.99,0.01,26964.06,件
QUO-20250786-001,2,INQ-20250786-001-2,MAT-10003,112.0,282.94,0.09,31689.28,套
QUO-20250786-001,3,INQ-20250786-001-3,MAT-10008,84.0,128.01,0.13,10752.84,箱
QUO-20250786-002,1,INQ-20250786-002-1,MAT-10045,139.0,80.3,0.02,11161.7,套
QUO-20250786-002,2,INQ-20250786-002-2,MAT-10036,32.0,131.86,0.01,4219.52,个
QUO-20250786-002,3,INQ-20250786-002-3,MAT-10029,41.0,61.62,0.06,2526.42,套
QUO-20250786-003,1,INQ-20250786-003-1,MAT-10002,166.0,267.26,0.09,44365.16,个
QUO-20250786-003,2,INQ-20250786-003-2,MAT-10028,111.0,151.63,0.07,16830.93,箱
QUO-20250786-003,3,INQ-20250786-003-3,MAT-10033,134.0,124.25,0.03,16649.5,套
QUO-20250787-001,1,INQ-20250787-001-1,MAT-10044,91.0,206.66,0.14,18806.06,个
QUO-20250787-001,2,INQ-20250787-001-2,MAT-10040,178.0,63.79,0.14,11354.62,件
QUO-20250787-001,3,INQ-20250787-001-3,MAT-10027,22.0,250.64,0.04,5514.08,个
QUO-20250787-002,1,INQ-20250787-002-1,MAT-10047,34.0,178.89,0.04,6082.26,箱
QUO-20250787-002,2,INQ-20250787-002-2,MAT-10043,137.0,203.53,0.12,27883.61,套
QUO-20250787-002,3,INQ-20250787-002-3,MAT-10042,50.0,188.79,0.11,9439.5,套
QUO-20250787-003,1,INQ-20250787-003-1,MAT-10014,62.0,164.63,0.08,10207.06,箱
QUO-20250787-003,2,INQ-20250787-003-2,MAT-10007,35.0,50.96,0.02,1783.6,个
QUO-20250787-003,3,INQ-20250787-003-3,MAT-10039,136.0,180.18,0.13,24504.48,套
QUO-20250788-001,1,INQ-20250788-001-1,MAT-10039,117.0,134.46,0.11,15731.82,套
QUO-20250788-001,2,INQ-20250788-001-2,MAT-10002,87.0,133.43,0.01,11608.41,个
QUO-20250788-001,3,INQ-20250788-001-3,MAT-10008,107.0,228.08,0.02,24404.56,箱
QUO-20250788-002,1,INQ-20250788-002-1,MAT-10026,23.0,233.52,0.1,5370.96,个
QUO-20250788-002,2,INQ-20250788-002-2,MAT-10025,75.0,123.16,0.1,9237.0,箱
QUO-20250788-002,3,INQ-20250788-002-3,MAT-10005,179.0,115.24,0.03,20627.96,套
QUO-20250788-003,1,INQ-20250788-003-1,MAT-10011,38.0,102.48,0.11,3894.24,箱
QUO-20250788-003,2,INQ-20250788-003-2,MAT-10008,54.0,71.42,0.0,3856.68,套
QUO-20250788-003,3,INQ-20250788-003-3,MAT-10041,144.0,62.44,0.09,8991.36,箱
QUO-20250789-001,1,INQ-20250789-001-1,MAT-10012,184.0,291.3,0.09,53599.2,箱
QUO-20250789-001,2,INQ-20250789-001-2,MAT-10048,18.0,201.39,0.04,3625.02,套
QUO-20250789-001,3,INQ-20250789-001-3,MAT-10047,98.0,271.86,0.01,26642.28,件
QUO-20250789-002,1,INQ-20250789-002-1,MAT-10029,139.0,72.2,0.11,10035.8,个
QUO-20250789-002,2,INQ-20250789-002-2,MAT-10027,122.0,287.21,0.08,35039.62,件
QUO-20250789-002,3,INQ-20250789-002-3,MAT-10001,174.0,257.07,0.03,44730.18,个
QUO-20250789-003,1,INQ-20250789-003-1,MAT-10034,93.0,134.07,0.01,12468.51,件
QUO-20250789-003,2,INQ-20250789-003-2,MAT-10021,84.0,60.92,0.11,5117.28,个
QUO-20250789-003,3,INQ-20250789-003-3,MAT-10025,8.0,272.48,0.03,2179.84,个
QUO-20250790-001,1,INQ-20250790-001-1,MAT-10049,178.0,73.77,0.11,13131.06,套
QUO-20250790-001,2,INQ-20250790-001-2,MAT-10042,184.0,181.28,0.01,33355.52,箱
QUO-20250790-001,3,INQ-20250790-001-3,MAT-10017,17.0,264.8,0.09,4501.6,个
QUO-20250790-002,1,INQ-20250790-002-1,MAT-10030,114.0,67.1,0.14,7649.4,件
QUO-20250790-002,2,INQ-20250790-002-2,MAT-10050,145.0,166.47,0.04,24138.15,个
QUO-20250790-002,3,INQ-20250790-002-3,MAT-10012,195.0,247.39,0.09,48241.05,箱
QUO-20250790-003,1,INQ-20250790-003-1,MAT-10037,109.0,208.86,0.0,22765.74,套
QUO-20250790-003,2,INQ-20250790-003-2,MAT-10044,80.0,179.92,0.12,14393.6,个
QUO-20250790-003,3,INQ-20250790-003-3,MAT-10013,67.0,284.3,0.09,19048.1,个
QUO-20250791-001,1,INQ-20250791-001-1,MAT-10026,39.0,273.1,0.13,10650.9,件
QUO-20250791-001,2,INQ-20250791-001-2,MAT-10029,47.0,68.15,0.06,3203.05,个
QUO-20250791-001,3,INQ-20250791-001-3,MAT-10008,26.0,288.87,0.07,7510.62,箱
QUO-20250791-002,1,INQ-20250791-002-1,MAT-10034,177.0,187.94,0.07,33265.38,件
QUO-20250791-002,2,INQ-20250791-002-2,MAT-10047,185.0,86.92,0.06,16080.2,箱
QUO-20250791-002,3,INQ-20250791-002-3,MAT-10035,185.0,104.3,0.05,19295.5,套
QUO-20250791-003,1,INQ-20250791-003-1,MAT-10032,116.0,66.94,0.09,7765.04,箱
QUO-20250791-003,2,INQ-20250791-003-2,MAT-10019,132.0,175.45,0.09,23159.4,套
QUO-20250791-003,3,INQ-20250791-003-3,MAT-10024,65.0,108.11,0.11,7027.15,箱
QUO-20250792-001,1,INQ-20250792-001-1,MAT-10023,102.0,89.34,0.13,9112.68,套
QUO-20250792-001,2,INQ-20250792-001-2,MAT-10042,31.0,92.45,0.03,2865.95,件
QUO-20250792-001,3,INQ-20250792-001-3,MAT-10017,12.0,86.5,0.07,1038.0,个
QUO-20250792-002,1,INQ-20250792-002-1,MAT-10036,20.0,99.35,0.12,1987.0,套
QUO-20250792-002,2,INQ-20250792-002-2,MAT-10018,36.0,90.86,0.06,3270.96,箱
QUO-20250792-002,3,INQ-20250792-002-3,MAT-10046,101.0,133.17,0.1,13450.17,个
QUO-20250792-003,1,INQ-20250792-003-1,MAT-10025,41.0,65.31,0.03,2677.71,箱
QUO-20250792-003,2,INQ-20250792-003-2,MAT-10010,190.0,50.82,0.09,9655.8,个
QUO-20250792-003,3,INQ-20250792-003-3,MAT-10021,106.0,226.16,0.01,23972.96,件
QUO-20250793-001,1,INQ-20250793-001-1,MAT-10030,140.0,213.76,0.11,29926.4,箱
QUO-20250793-001,2,INQ-20250793-001-2,MAT-10024,20.0,166.74,0.01,3334.8,套
QUO-20250793-001,3,INQ-20250793-001-3,MAT-10044,78.0,256.73,0.0,20024.94,箱
QUO-20250793-002,1,INQ-20250793-002-1,MAT-10010,26.0,207.12,0.01,5385.12,个
QUO-20250793-002,2,INQ-20250793-002-2,MAT-10020,11.0,131.68,0.12,1448.48,套
QUO-20250793-002,3,INQ-20250793-002-3,MAT-10012,178.0,242.07,0.14,43088.46,个
QUO-20250793-003,1,INQ-20250793-003-1,MAT-10047,76.0,116.03,0.14,8818.28,套
QUO-20250793-003,2,INQ-20250793-003-2,MAT-10042,94.0,66.01,0.1,6204.94,套
QUO-20250793-003,3,INQ-20250793-003-3,MAT-10023,123.0,63.24,0.14,7778.52,个
QUO-20250794-001,1,INQ-20250794-001-1,MAT-10004,195.0,277.31,0.07,54075.45,箱
QUO-20250794-001,2,INQ-20250794-001-2,MAT-10009,79.0,110.89,0.12,8760.31,件
QUO-20250794-001,3,INQ-20250794-001-3,MAT-10006,100.0,263.72,0.12,26372.0,套
QUO-20250794-002,1,INQ-20250794-002-1,MAT-10027,5.0,116.88,0.05,584.4,个
QUO-20250794-002,2,INQ-20250794-002-2,MAT-10017,25.0,193.05,0.04,4826.25,件
QUO-20250794-002,3,INQ-20250794-002-3,MAT-10047,58.0,55.77,0.12,3234.66,箱
QUO-20250794-003,1,INQ-20250794-003-1,MAT-10034,121.0,110.7,0.05,13394.7,个
QUO-20250794-003,2,INQ-20250794-003-2,MAT-10006,9.0,271.4,0.14,2442.6,件
QUO-20250794-003,3,INQ-20250794-003-3,MAT-10044,152.0,224.75,0.04,34162.0,个
QUO-20250795-001,1,INQ-20250795-001-1,MAT-10007,199.0,284.26,0.03,56567.74,套
QUO-20250795-001,2,INQ-20250795-001-2,MAT-10002,83.0,250.98,0.08,20831.34,个
QUO-20250795-001,3,INQ-20250795-001-3,MAT-10048,77.0,72.18,0.01,5557.86,件
QUO-20250795-002,1,INQ-20250795-002-1,MAT-10031,157.0,253.98,0.12,39874.86,套
QUO-20250795-002,2,INQ-20250795-002-2,MAT-10042,32.0,66.55,0.04,2129.6,箱
QUO-20250795-002,3,INQ-20250795-002-3,MAT-10045,160.0,107.96,0.01,17273.6,件
QUO-20250795-003,1,INQ-20250795-003-1,MAT-10005,120.0,241.38,0.04,28965.6,箱
QUO-20250795-003,2,INQ-20250795-003-2,MAT-10002,115.0,56.24,0.06,6467.6,箱
QUO-20250795-003,3,INQ-20250795-003-3,MAT-10020,14.0,92.96,0.06,1301.44,个
QUO-20250796-001,1,INQ-20250796-001-1,MAT-10033,55.0,95.88,0.08,5273.4,套
QUO-20250796-001,2,INQ-20250796-001-2,MAT-10033,153.0,228.32,0.08,34932.96,套
QUO-20250796-001,3,INQ-20250796-001-3,MAT-10011,33.0,291.34,0.04,9614.22,件
QUO-20250796-002,1,INQ-20250796-002-1,MAT-10023,123.0,234.81,0.06,28881.63,件
QUO-20250796-002,2,INQ-20250796-002-2,MAT-10034,173.0,229.73,0.07,39743.29,箱
QUO-20250796-002,3,INQ-20250796-002-3,MAT-10047,151.0,73.18,0.06,11050.18,箱
QUO-20250796-003,1,INQ-20250796-003-1,MAT-10002,137.0,221.14,0.07,30296.18,件
QUO-20250796-003,2,INQ-20250796-003-2,MAT-10048,26.0,277.66,0.12,7219.16,个
QUO-20250796-003,3,INQ-20250796-003-3,MAT-10010,198.0,203.85,0.08,40362.3,个
QUO-20250797-001,1,INQ-20250797-001-1,MAT-10046,173.0,251.47,0.1,43504.31,套
QUO-20250797-001,2,INQ-20250797-001-2,MAT-10029,199.0,198.45,0.05,39491.55,件
QUO-20250797-001,3,INQ-20250797-001-3,MAT-10040,136.0,293.77,0.14,39952.72,箱
QUO-20250797-002,1,INQ-20250797-002-1,MAT-10006,61.0,144.98,0.05,8843.78,套
QUO-20250797-002,2,INQ-20250797-002-2,MAT-10040,73.0,227.42,0.07,16601.66,箱
QUO-20250797-002,3,INQ-20250797-002-3,MAT-10032,49.0,103.1,0.13,5051.9,件
QUO-20250797-003,1,INQ-20250797-003-1,MAT-10019,61.0,265.22,0.08,16178.42,套
QUO-20250797-003,2,INQ-20250797-003-2,MAT-10034,35.0,155.85,0.14,5454.75,套
QUO-20250797-003,3,INQ-20250797-003-3,MAT-10022,155.0,74.94,0.1,11615.7,件
QUO-20250798-001,1,INQ-20250798-001-1,MAT-10001,149.0,103.92,0.01,15484.08,个
QUO-20250798-001,2,INQ-20250798-001-2,MAT-10049,18.0,147.38,0.06,2652.84,件
QUO-20250798-001,3,INQ-20250798-001-3,MAT-10040,87.0,50.1,0.08,4358.7,件
QUO-20250798-002,1,INQ-20250798-002-1,MAT-10014,189.0,289.08,0.08,54636.12,箱
QUO-20250798-002,2,INQ-20250798-002-2,MAT-10025,115.0,166.78,0.12,19179.7,个
QUO-20250798-002,3,INQ-20250798-002-3,MAT-10050,93.0,64.55,0.12,6003.15,件
QUO-20250798-003,1,INQ-20250798-003-1,MAT-10006,14.0,121.42,0.14,1699.88,个
QUO-20250798-003,2,INQ-20250798-003-2,MAT-10046,122.0,52.4,0.01,6392.8,套
QUO-20250798-003,3,INQ-20250798-003-3,MAT-10002,16.0,209.27,0.06,3348.32,件
QUO-20250799-001,1,INQ-20250799-001-1,MAT-10044,96.0,134.3,0.01,12892.8,套
QUO-20250799-001,2,INQ-20250799-001-2,MAT-10016,55.0,165.02,0.0,9076.1,套
QUO-20250799-001,3,INQ-20250799-001-3,MAT-10035,109.0,72.17,0.1,7866.53,个
QUO-20250799-002,1,INQ-20250799-002-1,MAT-10007,183.0,56.48,0.01,10335.84,个
QUO-20250799-002,2,INQ-20250799-002-2,MAT-10011,169.0,244.97,0.05,41399.93,个
QUO-20250799-002,3,INQ-20250799-002-3,MAT-10036,157.0,196.44,0.13,30841.08,件
QUO-20250799-003,1,INQ-20250799-003-1,MAT-10026,164.0,186.39,0.14,30567.96,个
QUO-20250799-003,2,INQ-20250799-003-2,MAT-10040,12.0,167.86,0.07,2014.32,套
QUO-20250799-003,3,INQ-20250799-003-3,MAT-10024,128.0,120.52,0.01,15426.56,套
QUO-202507100-001,1,INQ-202507100-001-1,MAT-10011,178.0,161.29,0.12,28709.62,件
QUO-202507100-001,2,INQ-202507100-001-2,MAT-10035,176.0,147.99,0.08,26046.24,件
QUO-202507100-001,3,INQ-202507100-001-3,MAT-10045,42.0,160.87,0.07,6756.54,箱
QUO-202507100-002,1,INQ-202507100-002-1,MAT-10038,76.0,288.21,0.05,21903.96,件
QUO-202507100-002,2,INQ-202507100-002-2,MAT-10003,141.0,126.82,0.13,17881.62,件
QUO-202507100-002,3,INQ-202507100-002-3,MAT-10007,128.0,249.65,0.08,31955.2,箱
QUO-202507100-003,1,INQ-202507100-003-1,MAT-10005,127.0,78.04,0.08,9911.08,件
QUO-202507100-003,2,INQ-202507100-003-2,MAT-10021,76.0,276.31,0.07,20999.56,箱
QUO-202507100-003,3,INQ-202507100-003-3,MAT-10014,101.0,252.51,0.11,25503.51,件
QUO-202507101-001,1,INQ-202507101-001-1,MAT-10038,10.0,284.54,0.04,2845.4,箱
QUO-202507101-001,2,INQ-202507101-001-2,MAT-10033,27.0,191.96,0.07,5182.92,件
QUO-202507101-001,3,INQ-202507101-001-3,MAT-10028,158.0,240.86,0.06,38055.88,个
QUO-202507101-002,1,INQ-202507101-002-1,MAT-10024,13.0,209.86,0.09,2728.18,件
QUO-202507101-002,2,INQ-202507101-002-2,MAT-10045,15.0,190.89,0.0,2863.35,套
QUO-202507101-002,3,INQ-202507101-002-3,MAT-10022,55.0,252.86,0.06,13907.3,件
QUO-202507101-003,1,INQ-202507101-003-1,MAT-10045,194.0,150.32,0.08,29162.08,套
QUO-202507101-003,2,INQ-202507101-003-2,MAT-10040,64.0,100.21,0.12,6413.44,件
QUO-202507101-003,3,INQ-202507101-003-3,MAT-10040,89.0,299.27,0.0,26635.03,个
QUO-202507102-001,1,INQ-202507102-001-1,MAT-10005,46.0,51.63,0.08,2374.98,个
QUO-202507102-001,2,INQ-202507102-001-2,MAT-10048,150.0,287.4,0.13,43110.0,件
QUO-202507102-001,3,INQ-202507102-001-3,MAT-10044,83.0,226.76,0.06,18821.08,箱
QUO-202507102-002,1,INQ-202507102-002-1,MAT-10014,24.0,142.52,0.02,3420.48,箱
QUO-202507102-002,2,INQ-202507102-002-2,MAT-10047,120.0,241.77,0.13,29012.4,个
QUO-202507102-002,3,INQ-202507102-002-3,MAT-10047,117.0,295.58,0.01,34582.86,箱
QUO-202507102-003,1,INQ-202507102-003-1,MAT-10035,67.0,202.41,0.15,13561.47,套
QUO-202507102-003,2,INQ-202507102-003-2,MAT-10018,9.0,125.65,0.05,1130.85,套
QUO-202507102-003,3,INQ-202507102-003-3,MAT-10042,121.0,76.17,0.09,9216.57,个
QUO-202507103-001,1,INQ-202507103-001-1,MAT-10043,198.0,108.58,0.13,21498.84,个
QUO-202507103-001,2,INQ-202507103-001-2,MAT-10036,60.0,243.25,0.08,14595.0,个
QUO-202507103-001,3,INQ-202507103-001-3,MAT-10005,6.0,170.7,0.09,1024.2,个
QUO-202507103-002,1,INQ-202507103-002-1,MAT-10014,58.0,183.91,0.15,10666.78,件
QUO-202507103-002,2,INQ-202507103-002-2,MAT-10020,143.0,199.73,0.05,28561.39,件
QUO-202507103-002,3,INQ-202507103-002-3,MAT-10005,188.0,256.73,0.04,48265.24,套
QUO-202507103-003,1,INQ-202507103-003-1,MAT-10047,175.0,146.12,0.14,25571.0,个
QUO-202507103-003,2,INQ-202507103-003-2,MAT-10037,128.0,94.51,0.12,12097.28,个
QUO-202507103-003,3,INQ-202507103-003-3,MAT-10031,115.0,283.02,0.04,32547.3,件
QUO-202507104-001,1,INQ-202507104-001-1,MAT-10005,97.0,52.63,0.12,5105.11,箱
QUO-202507104-001,2,INQ-202507104-001-2,MAT-10044,100.0,277.8,0.06,27780.0,箱
QUO-202507104-001,3,INQ-202507104-001-3,MAT-10041,130.0,179.87,0.0,23383.1,箱
QUO-202507104-002,1,INQ-202507104-002-1,MAT-10015,55.0,163.73,0.14,9005.15,套
QUO-202507104-002,2,INQ-202507104-002-2,MAT-10011,112.0,280.91,0.04,31461.92,箱
QUO-202507104-002,3,INQ-202507104-002-3,MAT-10024,163.0,95.05,0.14,15493.15,个
QUO-202507104-003,1,INQ-202507104-003-1,MAT-10001,93.0,106.02,0.07,9859.86,套
QUO-202507104-003,2,INQ-202507104-003-2,MAT-10029,24.0,110.99,0.08,2663.76,套
QUO-202507104-003,3,INQ-202507104-003-3,MAT-10030,101.0,194.1,0.04,19604.1,件
QUO-202507105-001,1,INQ-202507105-001-1,MAT-10019,86.0,191.58,0.05,16475.88,套
QUO-202507105-001,2,INQ-202507105-001-2,MAT-10040,135.0,225.35,0.04,30422.25,套
QUO-202507105-001,3,INQ-202507105-001-3,MAT-10006,42.0,65.2,0.12,2738.4,件
QUO-202507105-002,1,INQ-202507105-002-1,MAT-10033,79.0,237.57,0.08,18768.03,个
QUO-202507105-002,2,INQ-202507105-002-2,MAT-10006,80.0,81.67,0.1,6533.6,套
QUO-202507105-002,3,INQ-202507105-002-3,MAT-10045,17.0,273.29,0.05,4645.93,套
QUO-202507105-003,1,INQ-202507105-003-1,MAT-10020,75.0,239.83,0.07,17987.25,个
QUO-202507105-003,2,INQ-202507105-003-2,MAT-10045,19.0,242.85,0.1,4614.15,件
QUO-202507105-003,3,INQ-202507105-003-3,MAT-10018,128.0,180.62,0.11,23119.36,套
QUO-202507106-001,1,INQ-202507106-001-1,MAT-10029,81.0,195.51,0.08,15836.31,件
QUO-202507106-001,2,INQ-202507106-001-2,MAT-10034,47.0,159.67,0.13,7504.49,箱
QUO-202507106-001,3,INQ-202507106-001-3,MAT-10023,193.0,180.83,0.02,34900.19,个
QUO-202507106-002,1,INQ-202507106-002-1,MAT-10010,150.0,156.18,0.05,23427.0,套
QUO-202507106-002,2,INQ-202507106-002-2,MAT-10018,84.0,85.93,0.08,7218.12,个
QUO-202507106-002,3,INQ-202507106-002-3,MAT-10003,77.0,253.11,0.13,19489.47,套
QUO-202507106-003,1,INQ-202507106-003-1,MAT-10016,86.0,169.7,0.0,14594.2,套
QUO-202507106-003,2,INQ-202507106-003-2,MAT-10002,84.0,259.15,0.12,21768.6,箱
QUO-202507106-003,3,INQ-202507106-003-3,MAT-10008,126.0,217.43,0.02,27396.18,箱
QUO-202507107-001,1,INQ-202507107-001-1,MAT-10007,160.0,153.54,0.05,24566.4,件
QUO-202507107-001,2,INQ-202507107-001-2,MAT-10045,126.0,86.82,0.05,10939.32,套
QUO-202507107-001,3,INQ-202507107-001-3,MAT-10022,141.0,295.05,0.02,41602.05,箱
QUO-202507107-002,1,INQ-202507107-002-1,MAT-10022,25.0,155.28,0.01,3882.0,套
QUO-202507107-002,2,INQ-202507107-002-2,MAT-10047,176.0,167.77,0.13,29527.52,箱
QUO-202507107-002,3,INQ-202507107-002-3,MAT-10043,144.0,68.7,0.14,9892.8,套
QUO-202507107-003,1,INQ-202507107-003-1,MAT-10043,40.0,135.82,0.04,5432.8,套
QUO-202507107-003,2,INQ-202507107-003-2,MAT-10006,30.0,184.6,0.12,5538.0,箱
QUO-202507107-003,3,INQ-202507107-003-3,MAT-10006,40.0,72.25,0.05,2890.0,件
QUO-202507108-001,1,INQ-202507108-001-1,MAT-10016,91.0,275.49,0.11,25069.59,套
QUO-202507108-001,2,INQ-202507108-001-2,MAT-10048,113.0,251.04,0.03,28367.52,箱
QUO-202507108-001,3,INQ-202507108-001-3,MAT-10019,90.0,198.59,0.0,17873.1,件
QUO-202507108-002,1,INQ-202507108-002-1,MAT-10034,132.0,259.51,0.15,34255.32,箱
QUO-202507108-002,2,INQ-202507108-002-2,MAT-10013,57.0,239.83,0.09,13670.31,箱
QUO-202507108-002,3,INQ-202507108-002-3,MAT-10028,72.0,223.33,0.04,16079.76,个
QUO-202507108-003,1,INQ-202507108-003-1,MAT-10002,180.0,235.08,0.11,42314.4,个
QUO-202507108-003,2,INQ-202507108-003-2,MAT-10031,136.0,101.43,0.1,13794.48,个
QUO-202507108-003,3,INQ-202507108-003-3,MAT-10039,9.0,276.8,0.1,2491.2,套
QUO-202507109-001,1,INQ-202507109-001-1,MAT-10022,188.0,242.4,0.1,45571.2,套
QUO-202507109-001,2,INQ-202507109-001-2,MAT-10043,30.0,175.75,0.13,5272.5,件
QUO-202507109-001,3,INQ-202507109-001-3,MAT-10041,77.0,116.48,0.06,8968.96,箱
QUO-202507109-002,1,INQ-202507109-002-1,MAT-10012,139.0,169.69,0.15,23586.91,套
QUO-202507109-002,2,INQ-202507109-002-2,MAT-10029,132.0,169.36,0.03,22355.52,箱
QUO-202507109-002,3,INQ-202507109-002-3,MAT-10016,164.0,83.45,0.06,13685.8,套
QUO-202507109-003,1,INQ-202507109-003-1,MAT-10024,129.0,213.53,0.0,27545.37,箱
QUO-202507109-003,2,INQ-202507109-003-2,MAT-10021,51.0,78.44,0.05,4000.44,套
QUO-202507109-003,3,INQ-202507109-003-3,MAT-10018,94.0,131.54,0.1,12364.76,箱
QUO-202507110-001,1,INQ-202507110-001-1,MAT-10007,106.0,104.35,0.13,11061.1,箱
QUO-202507110-001,2,INQ-202507110-001-2,MAT-10024,32.0,275.54,0.04,8817.28,箱
QUO-202507110-001,3,INQ-202507110-001-3,MAT-10017,21.0,220.24,0.08,4625.04,个
QUO-202507110-002,1,INQ-202507110-002-1,MAT-10015,176.0,130.26,0.13,22925.76,件
QUO-202507110-002,2,INQ-202507110-002-2,MAT-10018,90.0,87.0,0.0,7830.0,件
QUO-202507110-002,3,INQ-202507110-002-3,MAT-10028,56.0,72.6,0.05,4065.6,件
QUO-202507110-003,1,INQ-202507110-003-1,MAT-10041,101.0,204.05,0.13,20609.05,个
QUO-202507110-003,2,INQ-202507110-003-2,MAT-10003,92.0,192.81,0.08,17738.52,件
QUO-202507110-003,3,INQ-202507110-003-3,MAT-10038,11.0,172.5,0.06,1897.5,件
QUO-202507111-001,1,INQ-202507111-001-1,MAT-10033,102.0,228.31,0.14,23287.62,套
QUO-202507111-001,2,INQ-202507111-001-2,MAT-10048,77.0,113.99,0.12,8777.23,套
QUO-202507111-001,3,INQ-202507111-001-3,MAT-10027,19.0,130.53,0.07,2480.07,箱
QUO-202507111-002,1,INQ-202507111-002-1,MAT-10024,185.0,158.62,0.06,29344.7,箱
QUO-202507111-002,2,INQ-202507111-002-2,MAT-10028,81.0,287.46,0.08,23284.26,件
QUO-202507111-002,3,INQ-202507111-002-3,MAT-10048,101.0,188.92,0.1,19080.92,个
QUO-202507111-003,1,INQ-202507111-003-1,MAT-10042,68.0,156.39,0.02,10634.52,套
QUO-202507111-003,2,INQ-202507111-003-2,MAT-10017,116.0,234.78,0.12,27234.48,件
QUO-202507111-003,3,INQ-202507111-003-3,MAT-10001,149.0,133.37,0.03,19872.13,套
QUO-202507112-001,1,INQ-202507112-001-1,MAT-10028,145.0,257.38,0.07,37320.1,套
QUO-202507112-001,2,INQ-202507112-001-2,MAT-10013,180.0,250.59,0.12,45106.2,箱
QUO-202507112-001,3,INQ-202507112-001-3,MAT-10015,24.0,99.98,0.0,2399.52,件
QUO-202507112-002,1,INQ-202507112-002-1,MAT-10050,63.0,243.25,0.06,15324.75,件
QUO-202507112-002,2,INQ-202507112-002-2,MAT-10029,96.0,152.61,0.02,14650.56,件
QUO-202507112-002,3,INQ-202507112-002-3,MAT-10012,59.0,166.25,0.02,9808.75,个
QUO-202507112-003,1,INQ-202507112-003-1,MAT-10011,169.0,66.05,0.02,11162.45,件
QUO-202507112-003,2,INQ-202507112-003-2,MAT-10009,96.0,220.6,0.08,21177.6,个
QUO-202507112-003,3,INQ-202507112-003-3,MAT-10004,116.0,241.68,0.07,28034.88,箱
QUO-202507113-001,1,INQ-202507113-001-1,MAT-10048,130.0,296.2,0.04,38506.0,套
QUO-202507113-001,2,INQ-202507113-001-2,MAT-10003,172.0,264.48,0.07,45490.56,套
QUO-202507113-001,3,INQ-202507113-001-3,MAT-10048,39.0,292.98,0.13,11426.22,箱
QUO-202507113-002,1,INQ-202507113-002-1,MAT-10034,137.0,182.21,0.04,24962.77,个
QUO-202507113-002,2,INQ-202507113-002-2,MAT-10036,63.0,122.95,0.12,7745.85,套
QUO-202507113-002,3,INQ-202507113-002-3,MAT-10031,139.0,262.89,0.03,36541.71,套
QUO-202507113-003,1,INQ-202507113-003-1,MAT-10045,89.0,103.64,0.14,9223.96,个
QUO-202507113-003,2,INQ-202507113-003-2,MAT-10012,94.0,186.91,0.0,17569.54,件
QUO-202507113-003,3,INQ-202507113-003-3,MAT-10030,111.0,183.95,0.11,20418.45,箱
QUO-202507114-001,1,INQ-202507114-001-1,MAT-10036,181.0,187.32,0.03,33904.92,件
QUO-202507114-001,2,INQ-202507114-001-2,MAT-10037,35.0,54.84,0.07,1919.4,个
QUO-202507114-001,3,INQ-202507114-001-3,MAT-10008,190.0,296.8,0.13,56392.0,件
