<<<<<<< HEAD
﻿quotation_id,customer_id,inquiry_id,quotation_date,valid_until_date,status,total_amount,salesperson_id,remarks
QUO-202507209-002,CUST-CN00014,INQ-202507209-002,2027-03-19,2027-04-17,已发送,31227,SALES-006,工程表示最后应该直接功能用户.
QUO-202507209-003,CUST-CN00015,INQ-202507209-003,2027-03-20,2027-04-18,已发送,23207,SALES-007,通过有限这种标准.
QUO-202507210-001,CUST-CN00012,INQ-202507210-001,2027-03-21,2027-04-19,已发送,78152,SALES-001,联系次数那个这种位置选择.
QUO-202507210-002,CUST-CN00009,INQ-202507210-002,2027-03-22,2027-04-20,草稿,79381,SALES-002,也是标题各种资源这么销售.
QUO-202507210-003,CUST-CN00007,INQ-202507210-003,2027-03-23,2027-04-21,草稿,37674,SALES-001,推荐服务帮助政府通过正在美国.
QUO-202507211-001,CUST-CN00005,INQ-202507211-001,2027-03-24,2027-04-22,草稿,71324,SALES-001,深圳的人设备设备目前操作你们.
QUO-202507211-002,CUST-CN00014,INQ-202507211-002,2027-03-25,2027-04-23,已发送,78644,SALES-003,作品客户社区一次美国看到.
QUO-202507211-003,CUST-CN00008,INQ-202507211-003,2027-03-26,2027-04-24,已发送,42232,SALES-007,空间研究论坛价格实现.
QUO-202507212-001,CUST-CN00002,INQ-202507212-001,2027-03-27,2027-04-25,已发送,23434,SALES-010,基本通过查看关系只要环境网上操作.
QUO-202507212-002,CUST-CN00016,INQ-202507212-002,2027-03-28,2027-04-26,已发送,47614,SALES-006,汽车显示所以科技标题各种.
QUO-202507212-003,CUST-CN00003,INQ-202507212-003,2027-03-29,2027-04-27,草稿,24860,SALES-009,质量世界不是.
QUO-202507213-001,CUST-CN00019,INQ-202507213-001,2027-03-30,2027-04-28,已发送,72804,SALES-009,需要增加喜欢自己感觉怎么.
QUO-202507213-002,CUST-CN00016,INQ-202507213-002,2027-03-31,2027-04-29,草稿,87892,SALES-008,生产全部内容推荐时间工具.
QUO-202507213-003,CUST-CN00005,INQ-202507213-003,2027-04-01,2027-04-30,草稿,21112,SALES-004,这样说明法律有些以上感觉.
QUO-202507214-001,CUST-CN00018,INQ-202507214-001,2027-04-02,2027-05-01,草稿,15605,SALES-004,语言研究报告进行一切工程.
QUO-202507214-002,CUST-CN00012,INQ-202507214-002,2027-04-03,2027-05-02,已发送,52482,SALES-005,得到推荐这样虽然点击部分主题.
QUO-202507214-003,CUST-CN00001,INQ-202507214-003,2027-04-04,2027-05-03,已发送,56051,SALES-010,投资活动的是出现情况一次这种更新.
QUO-202507215-001,CUST-CN00011,INQ-202507215-001,2027-04-05,2027-05-04,草稿,32035,SALES-002,准备发展简介责任发生美国.
QUO-202507215-002,CUST-CN00013,INQ-202507215-002,2027-04-06,2027-05-05,草稿,40834,SALES-008,处理历史一起两个国家.
QUO-202507215-003,CUST-CN00003,INQ-202507215-003,2027-04-07,2027-05-06,草稿,39561,SALES-008,表示的是评论注册一种.
QUO-202507216-001,CUST-CN00020,INQ-202507216-001,2027-04-08,2027-05-07,草稿,45215,SALES-010,我们知道作品投资当前经验品牌.
QUO-202507216-002,CUST-CN00011,INQ-202507216-002,2027-04-09,2027-05-08,草稿,16902,SALES-004,所以那么大小单位起来参加.
QUO-202507216-003,CUST-CN00018,INQ-202507216-003,2027-04-10,2027-05-09,草稿,27934,SALES-007,本站更多就是这个用户留言经济.
QUO-202507217-001,CUST-CN00004,INQ-202507217-001,2027-04-11,2027-05-10,草稿,29395,SALES-003,但是参加来自分析很多全部当前.
QUO-202507217-002,CUST-CN00009,INQ-202507217-002,2027-04-12,2027-05-11,已发送,55044,SALES-004,还是查看合作首页朋友.
QUO-202507217-003,CUST-CN00004,INQ-202507217-003,2027-04-13,2027-05-12,已发送,57653,SALES-008,觉得浏览密码或者首页工作经验.
QUO-202507218-001,CUST-CN00013,INQ-202507218-001,2027-04-14,2027-05-13,已发送,73086,SALES-007,因为显示所以推荐一切联系进行.
QUO-202507218-002,CUST-CN00011,INQ-202507218-002,2027-04-15,2027-05-14,已发送,39491,SALES-003,准备电话显示主题可以没有资源个人.
QUO-202507218-003,CUST-CN00009,INQ-202507218-003,2027-04-16,2027-05-15,已发送,76085,SALES-002,支持通过今年深圳正在显示.
QUO-202507219-001,CUST-CN00011,INQ-202507219-001,2027-04-17,2027-05-16,已发送,78972,SALES-002,本站感觉留言电影深圳.
QUO-202507219-002,CUST-CN00008,INQ-202507219-002,2027-04-18,2027-05-17,已发送,74936,SALES-007,她的我的之后城市完全知道部分用户.
QUO-202507219-003,CUST-CN00019,INQ-202507219-003,2027-04-19,2027-05-18,草稿,48778,SALES-001,威望这种感觉增加.
QUO-202507220-001,CUST-CN00003,INQ-202507220-001,2027-04-20,2027-05-19,草稿,39365,SALES-010,业务之后电脑.
QUO-202507220-002,CUST-CN00011,INQ-202507220-002,2027-04-21,2027-05-20,已发送,41639,SALES-009,帮助中心来自就是增加北京人员.
QUO-202507220-003,CUST-CN00012,INQ-202507220-003,2027-04-22,2027-05-21,已发送,26639,SALES-007,简介一次大小日本虽然用户决定.
QUO-202507221-001,CUST-CN00009,INQ-202507221-001,2027-04-23,2027-05-22,草稿,31887,SALES-007,游戏之间人员名称程序.
QUO-202507221-002,CUST-CN00006,INQ-202507221-002,2027-04-24,2027-05-23,草稿,61699,SALES-004,业务女人也是电话说明之后行业.
QUO-202507221-003,CUST-CN00007,INQ-202507221-003,2027-04-25,2027-05-24,已发送,78425,SALES-006,精华学生而且.
QUO-202507222-001,CUST-CN00020,INQ-202507222-001,2027-04-26,2027-05-25,草稿,17255,SALES-010,报告那些报告更多等级更多.
QUO-202507222-002,CUST-CN00013,INQ-202507222-002,2027-04-27,2027-05-26,草稿,17111,SALES-010,为什结果觉得只是上海.
QUO-202507222-003,CUST-CN00018,INQ-202507222-003,2027-04-28,2027-05-27,已发送,84665,SALES-003,更多你的一切法律.
QUO-202507223-001,CUST-CN00014,INQ-202507223-001,2027-04-29,2027-05-28,已发送,66908,SALES-010,地方中文商品客户谢谢.
QUO-202507223-002,CUST-CN00008,INQ-202507223-002,2027-04-30,2027-05-29,已发送,35682,SALES-010,国际威望品牌是一中文一次等级.
QUO-202507223-003,CUST-CN00008,INQ-202507223-003,2027-05-01,2027-05-30,已发送,82537,SALES-006,朋友中国业务记者服务如何增加城市.
QUO-202507224-001,CUST-CN00001,INQ-202507224-001,2027-05-02,2027-05-31,已发送,17912,SALES-003,她的出来经营但是下载其实.
QUO-202507224-002,CUST-CN00006,INQ-202507224-002,2027-05-03,2027-06-01,草稿,68225,SALES-006,正在通过网站选择以后为什本站.
QUO-202507224-003,CUST-CN00003,INQ-202507224-003,2027-05-04,2027-06-02,草稿,40536,SALES-004,比较直接语言发现责任其他工程.
QUO-202507225-001,CUST-CN00016,INQ-202507225-001,2027-05-05,2027-06-03,草稿,54524,SALES-004,一切简介部门这样.
QUO-202507225-002,CUST-CN00015,INQ-202507225-002,2027-05-06,2027-06-04,已发送,15602,SALES-010,制作手机投资情况公司.
QUO-202507225-003,CUST-CN00017,INQ-202507225-003,2027-05-07,2027-06-05,草稿,76141,SALES-001,有些参加投资方式拥有威望不会.
QUO-202507226-001,CUST-CN00005,INQ-202507226-001,2027-05-08,2027-06-06,草稿,50341,SALES-010,主要软件游戏音乐文章出来包括任何.
QUO-202507226-002,CUST-CN00006,INQ-202507226-002,2027-05-09,2027-06-07,已发送,61501,SALES-003,关系你的网上之间不能.
QUO-202507226-003,CUST-CN00005,INQ-202507226-003,2027-05-10,2027-06-08,已发送,35400,SALES-006,时候你的手机经济还是应该图片.
QUO-202507227-001,CUST-CN00006,INQ-202507227-001,2027-05-11,2027-06-09,草稿,43589,SALES-005,政府查看合作开发中国.
QUO-202507227-002,CUST-CN00001,INQ-202507227-002,2027-05-12,2027-06-10,已发送,16930,SALES-007,现在影响文化对于帮助广告.
QUO-202507227-003,CUST-CN00001,INQ-202507227-003,2027-05-13,2027-06-11,草稿,73540,SALES-001,那么这是地址以及您的阅读操作.
QUO-202507228-001,CUST-CN00018,INQ-202507228-001,2027-05-14,2027-06-12,已发送,56216,SALES-004,朋友电子广告怎么.
QUO-202507228-002,CUST-CN00016,INQ-202507228-002,2027-05-15,2027-06-13,草稿,80383,SALES-007,规定项目文化一点这是音乐是一.
QUO-202507228-003,CUST-CN00001,INQ-202507228-003,2027-05-16,2027-06-14,草稿,79142,SALES-008,方面对于完全介绍现在学习.
QUO-202507229-001,CUST-CN00016,INQ-202507229-001,2027-05-17,2027-06-15,草稿,68360,SALES-005,登录合作喜欢人员联系.
QUO-202507229-002,CUST-CN00003,INQ-202507229-002,2027-05-18,2027-06-16,已发送,62935,SALES-003,以上介绍功能全国.
QUO-202507229-003,CUST-CN00003,INQ-202507229-003,2027-05-19,2027-06-17,已发送,57592,SALES-002,关于时间投资的人威望.
QUO-202507230-001,CUST-CN00001,INQ-202507230-001,2027-05-20,2027-06-18,草稿,58259,SALES-008,提高提供安全.
QUO-202507230-002,CUST-CN00018,INQ-202507230-002,2027-05-21,2027-06-19,已发送,64281,SALES-002,然后建设一般.
QUO-202507230-003,CUST-CN00015,INQ-202507230-003,2027-05-22,2027-06-20,已发送,87643,SALES-007,是否希望客户选择.
QUO-202507231-001,CUST-CN00014,INQ-202507231-001,2027-05-23,2027-06-21,草稿,65388,SALES-005,生产拥有其中是否安全一起他们基本.
QUO-202507231-002,CUST-CN00019,INQ-202507231-002,2027-05-24,2027-06-22,草稿,44913,SALES-010,继续关于会员以上主题有限搜索等级.
QUO-202507231-003,CUST-CN00016,INQ-202507231-003,2027-05-25,2027-06-23,草稿,61648,SALES-001,责任操作资料方法.
QUO-202507232-001,CUST-CN00013,INQ-202507232-001,2027-05-26,2027-06-24,草稿,38134,SALES-003,中心无法方式类别.
QUO-202507232-002,CUST-CN00001,INQ-202507232-002,2027-05-27,2027-06-25,已发送,36105,SALES-010,还有怎么参加必须已经品牌.
QUO-202507232-003,CUST-CN00008,INQ-202507232-003,2027-05-28,2027-06-26,草稿,40779,SALES-004,要求功能这是经营留言能力希望.
QUO-202507233-001,CUST-CN00017,INQ-202507233-001,2027-05-29,2027-06-27,草稿,60001,SALES-003,位置无法社区作者男人提供.
QUO-202507233-002,CUST-CN00011,INQ-202507233-002,2027-05-30,2027-06-28,已发送,46855,SALES-003,具有帖子网站以及威望.
QUO-202507233-003,CUST-CN00004,INQ-202507233-003,2027-05-31,2027-06-29,草稿,64867,SALES-007,电脑地方只是拥有出来系统全部电脑.
QUO-202507234-001,CUST-CN00010,INQ-202507234-001,2027-06-01,2027-06-30,已发送,49486,SALES-003,生活注册情况喜欢来源.
QUO-202507234-002,CUST-CN00020,INQ-202507234-002,2027-06-02,2027-07-01,已发送,82345,SALES-002,下载来源必须网站.
QUO-202507234-003,CUST-CN00014,INQ-202507234-003,2027-06-03,2027-07-02,草稿,29901,SALES-007,产品最新威望名称.
QUO-202507235-001,CUST-CN00020,INQ-202507235-001,2027-06-04,2027-07-03,草稿,33653,SALES-004,组织来自生产.
QUO-202507235-002,CUST-CN00010,INQ-202507235-002,2027-06-05,2027-07-04,已发送,41270,SALES-003,发现成为怎么政府是否必须.
QUO-202507235-003,CUST-CN00002,INQ-202507235-003,2027-06-06,2027-07-05,草稿,33776,SALES-002,不同人员任何政府.
QUO-202507236-001,CUST-CN00006,INQ-202507236-001,2027-06-07,2027-07-06,草稿,64522,SALES-004,国际知道报告时候个人.
QUO-202507236-002,CUST-CN00007,INQ-202507236-002,2027-06-08,2027-07-07,已发送,81114,SALES-003,发表时间帖子完成.
QUO-202507236-003,CUST-CN00006,INQ-202507236-003,2027-06-09,2027-07-08,已发送,79607,SALES-006,图片点击技术日期.
QUO-202507237-001,CUST-CN00011,INQ-202507237-001,2027-06-10,2027-07-09,已发送,17790,SALES-004,一下网站在线电脑比较的人.
QUO-202507237-002,CUST-CN00011,INQ-202507237-002,2027-06-11,2027-07-10,草稿,55107,SALES-010,游戏国际一般世界.
QUO-202507237-003,CUST-CN00003,INQ-202507237-003,2027-06-12,2027-07-11,已发送,41070,SALES-007,这是教育手机各种.
QUO-202507238-001,CUST-CN00007,INQ-202507238-001,2027-06-13,2027-07-12,已发送,81599,SALES-008,这个分析成功商品下载参加选择地址.
QUO-202507238-002,CUST-CN00007,INQ-202507238-002,2027-06-14,2027-07-13,草稿,79611,SALES-008,只要一次不同一下直接国内.
QUO-202507238-003,CUST-CN00011,INQ-202507238-003,2027-06-15,2027-07-14,已发送,80121,SALES-005,注意加入评论显示.
QUO-202507239-001,CUST-CN00020,INQ-202507239-001,2027-06-16,2027-07-15,草稿,35789,SALES-004,根据解决可能商品.
QUO-202507239-002,CUST-CN00005,INQ-202507239-002,2027-06-17,2027-07-16,草稿,19963,SALES-009,是一重要继续首页.
QUO-202507239-003,CUST-CN00012,INQ-202507239-003,2027-06-18,2027-07-17,草稿,56889,SALES-001,美国非常一般自己最新的是方法.
QUO-202507240-001,CUST-CN00011,INQ-202507240-001,2027-06-19,2027-07-18,草稿,58202,SALES-001,不要开始的人网络精华目前起来.
QUO-202507240-002,CUST-CN00008,INQ-202507240-002,2027-06-20,2027-07-19,草稿,89522,SALES-001,这种必须电影一些.
QUO-202507240-003,CUST-CN00004,INQ-202507240-003,2027-06-21,2027-07-20,已发送,37479,SALES-009,过程选择相关为什建设.
QUO-202507241-001,CUST-CN00018,INQ-202507241-001,2027-06-22,2027-07-21,已发送,27058,SALES-006,影响不要登录虽然研究音乐.
QUO-202507241-002,CUST-CN00006,INQ-202507241-002,2027-06-23,2027-07-22,已发送,81288,SALES-006,欢迎你的发表地区.
QUO-202507241-003,CUST-CN00007,INQ-202507241-003,2027-06-24,2027-07-23,已发送,21269,SALES-007,教育使用还是他们方法不断什么重要.
QUO-202507242-001,CUST-CN00016,INQ-202507242-001,2027-06-25,2027-07-24,草稿,53717,SALES-001,各种一种她的这是.
QUO-202507242-002,CUST-CN00019,INQ-202507242-002,2027-06-26,2027-07-25,草稿,49536,SALES-003,任何汽车各种社会主要.
QUO-202507242-003,CUST-CN00004,INQ-202507242-003,2027-06-27,2027-07-26,已发送,39045,SALES-001,不能电子一直原因其他一次还有.
QUO-202507243-001,CUST-CN00019,INQ-202507243-001,2027-06-28,2027-07-27,已发送,78334,SALES-009,评论开始企业搜索文化一点通过.
QUO-202507243-002,CUST-CN00018,INQ-202507243-002,2027-06-29,2027-07-28,已发送,17965,SALES-006,名称不过政府时候服务.
QUO-202507243-003,CUST-CN00012,INQ-202507243-003,2027-06-30,2027-07-29,草稿,88890,SALES-002,作为相关因为一切信息社会.
QUO-202507244-001,CUST-CN00012,INQ-202507244-001,2027-07-01,2027-07-30,已发送,54744,SALES-007,产品会员一点我的.
QUO-202507244-002,CUST-CN00015,INQ-202507244-002,2027-07-02,2027-07-31,草稿,67264,SALES-007,中心有限积分品牌不过这么产品.
QUO-202507244-003,CUST-CN00001,INQ-202507244-003,2027-07-03,2027-08-01,草稿,42255,SALES-006,国家密码加入日期.
QUO-202507245-001,CUST-CN00009,INQ-202507245-001,2027-07-04,2027-08-02,草稿,51222,SALES-005,这些如果那些到了情况.
QUO-202507245-002,CUST-CN00015,INQ-202507245-002,2027-07-05,2027-08-03,草稿,56623,SALES-004,大学这个操作开始关系空间论坛都是.
QUO-202507245-003,CUST-CN00003,INQ-202507245-003,2027-07-06,2027-08-04,已发送,46000,SALES-003,主要电子她的怎么.
QUO-202507246-001,CUST-CN00004,INQ-202507246-001,2027-07-07,2027-08-05,已发送,15260,SALES-003,以上合作次数但是.
QUO-202507246-002,CUST-CN00011,INQ-202507246-002,2027-07-08,2027-08-06,草稿,86854,SALES-009,具有经验如此本站认为人员记者.
QUO-202507246-003,CUST-CN00007,INQ-202507246-003,2027-07-09,2027-08-07,草稿,15557,SALES-008,技术正在不同开始注意我的女人.
QUO-202507247-001,CUST-CN00008,INQ-202507247-001,2027-07-10,2027-08-08,草稿,15405,SALES-010,音乐需要开始文章威望注意.
QUO-202507247-002,CUST-CN00006,INQ-202507247-002,2027-07-11,2027-08-09,已发送,72773,SALES-001,资料发布社会进入继续.
QUO-202507247-003,CUST-CN00015,INQ-202507247-003,2027-07-12,2027-08-10,草稿,71572,SALES-009,方法工程可是不断发展能力电影运行.
QUO-202507248-001,CUST-CN00001,INQ-202507248-001,2027-07-13,2027-08-11,已发送,48338,SALES-005,法律然后一些一切市场.
QUO-202507248-002,CUST-CN00015,INQ-202507248-002,2027-07-14,2027-08-12,草稿,49187,SALES-007,详细程序工作.
QUO-202507248-003,CUST-CN00014,INQ-202507248-003,2027-07-15,2027-08-13,草稿,36334,SALES-004,决定标题简介准备一个之间.
QUO-202507249-001,CUST-CN00003,INQ-202507249-001,2027-07-16,2027-08-14,草稿,45103,SALES-010,经营制作有些说明如果.
QUO-202507249-002,CUST-CN00002,INQ-202507249-002,2027-07-17,2027-08-15,草稿,55233,SALES-005,价格网站可以积分记者位置.
QUO-202507249-003,CUST-CN00015,INQ-202507249-003,2027-07-18,2027-08-16,草稿,26947,SALES-004,经验需要网络应用.
QUO-202507250-001,CUST-CN00009,INQ-202507250-001,2027-07-19,2027-08-17,已发送,84061,SALES-003,以下环境成功什么.
QUO-202507250-002,CUST-CN00009,INQ-202507250-002,2027-07-20,2027-08-18,已发送,85574,SALES-007,全部自己喜欢只是时间.
QUO-202507250-003,CUST-CN00008,INQ-202507250-003,2027-07-21,2027-08-19,已发送,86347,SALES-004,其他等级大学工具环境大学有限.
QUO-202507251-001,CUST-CN00003,INQ-202507251-001,2027-07-22,2027-08-20,已发送,59769,SALES-001,进行日期不会完成.
QUO-202507251-002,CUST-CN00001,INQ-202507251-002,2027-07-23,2027-08-21,草稿,31305,SALES-003,密码责任他的这种.
QUO-202507251-003,CUST-CN00002,INQ-202507251-003,2027-07-24,2027-08-22,草稿,44998,SALES-010,等级软件目前应用其他.
QUO-202507252-001,CUST-CN00005,INQ-202507252-001,2027-07-25,2027-08-23,已发送,68385,SALES-007,地方进入来源那个.
QUO-202507252-002,CUST-CN00020,INQ-202507252-002,2027-07-26,2027-08-24,草稿,86696,SALES-008,任何怎么免费事情音乐这些系统.
QUO-202507252-003,CUST-CN00004,INQ-202507252-003,2027-07-27,2027-08-25,已发送,57300,SALES-002,只要基本我们一种准备制作电子日本.
QUO-202507253-001,CUST-CN00008,INQ-202507253-001,2027-07-28,2027-08-26,草稿,22422,SALES-009,历史历史包括.
QUO-202507253-002,CUST-CN00017,INQ-202507253-002,2027-07-29,2027-08-27,草稿,64554,SALES-003,已经直接的话有些但是.
QUO-202507253-003,CUST-CN00015,INQ-202507253-003,2027-07-30,2027-08-28,已发送,78272,SALES-010,今年出现游戏只是.
QUO-202507254-001,CUST-CN00017,INQ-202507254-001,2027-07-31,2027-08-29,已发送,83332,SALES-010,类型因此软件手机.
QUO-202507254-002,CUST-CN00002,INQ-202507254-002,2027-08-01,2027-08-30,草稿,65536,SALES-006,有些男人经营组织发布.
QUO-202507254-003,CUST-CN00004,INQ-202507254-003,2027-08-02,2027-08-31,已发送,75712,SALES-010,完成因为电子经验.
QUO-202507255-001,CUST-CN00019,INQ-202507255-001,2027-08-03,2027-09-01,草稿,19499,SALES-005,欢迎要求而且怎么朋友设备市场.
QUO-202507255-002,CUST-CN00019,INQ-202507255-002,2027-08-04,2027-09-02,草稿,28695,SALES-004,网络商品帮助主要次数政府手机.
QUO-202507255-003,CUST-CN00006,INQ-202507255-003,2027-08-05,2027-09-03,草稿,61872,SALES-001,同时可能详细资源比较他的.
QUO-202507256-001,CUST-CN00013,INQ-202507256-001,2027-08-06,2027-09-04,已发送,78927,SALES-003,发表信息一种注册部分支持一起.
QUO-202507256-002,CUST-CN00004,INQ-202507256-002,2027-08-07,2027-09-05,已发送,78511,SALES-010,标准状态完成方法应用.
QUO-202507256-003,CUST-CN00010,INQ-202507256-003,2027-08-08,2027-09-06,草稿,67517,SALES-003,继续推荐看到.
QUO-202507257-001,CUST-CN00019,INQ-202507257-001,2027-08-09,2027-09-07,草稿,20922,SALES-003,分析行业方法可以表示没有应该.
QUO-202507257-002,CUST-CN00009,INQ-202507257-002,2027-08-10,2027-09-08,草稿,29789,SALES-002,如果帮助无法.
QUO-202507257-003,CUST-CN00016,INQ-202507257-003,2027-08-11,2027-09-09,已发送,58932,SALES-008,大小会员处理论坛最新发展.
QUO-202507258-001,CUST-CN00002,INQ-202507258-001,2027-08-12,2027-09-10,已发送,49213,SALES-007,网络以及以下知道报告电话中心.
QUO-202507258-002,CUST-CN00004,INQ-202507258-002,2027-08-13,2027-09-11,草稿,29814,SALES-009,手机为什部门图片要求提供.
QUO-202507258-003,CUST-CN00005,INQ-202507258-003,2027-08-14,2027-09-12,草稿,66719,SALES-004,当然需要解决一样经济研究作为.
QUO-202507259-001,CUST-CN00020,INQ-202507259-001,2027-08-15,2027-09-13,草稿,40325,SALES-002,拥有不会下载成为空间为什方式.
QUO-202507259-002,CUST-CN00008,INQ-202507259-002,2027-08-16,2027-09-14,已发送,33035,SALES-007,历史感觉类别支持.
QUO-202507259-003,CUST-CN00010,INQ-202507259-003,2027-08-17,2027-09-15,已发送,73849,SALES-007,中文所以品牌价格可以同时客户.
QUO-202507260-001,CUST-CN00012,INQ-202507260-001,2027-08-18,2027-09-16,已发送,26407,SALES-009,文化不会这么更多一种.
QUO-202507260-002,CUST-CN00015,INQ-202507260-002,2027-08-19,2027-09-17,草稿,72314,SALES-001,历史中国最大位置男人.
QUO-202507260-003,CUST-CN00005,INQ-202507260-003,2027-08-20,2027-09-18,草稿,69862,SALES-006,继续还是浏览资料作品.
QUO-202507261-001,CUST-CN00004,INQ-202507261-001,2027-08-21,2027-09-19,已发送,24853,SALES-004,时间主要什么.
QUO-202507261-002,CUST-CN00003,INQ-202507261-002,2027-08-22,2027-09-20,已发送,79862,SALES-003,进行对于可以地址是否因为位置.
QUO-202507261-003,CUST-CN00003,INQ-202507261-003,2027-08-23,2027-09-21,已发送,46278,SALES-009,网络等级更多组织的是销售.
QUO-202507262-001,CUST-CN00020,INQ-202507262-001,2027-08-24,2027-09-22,草稿,32680,SALES-010,本站网站浏览公司.
QUO-202507262-002,CUST-CN00017,INQ-202507262-002,2027-08-25,2027-09-23,已发送,27598,SALES-001,你们开发简介有些.
QUO-202507262-003,CUST-CN00003,INQ-202507262-003,2027-08-26,2027-09-24,草稿,69176,SALES-003,作者公司人民通过因为只要.
QUO-202507263-001,CUST-CN00007,INQ-202507263-001,2027-08-27,2027-09-25,已发送,77900,SALES-004,一直精华网站出现可以.
QUO-202507263-002,CUST-CN00016,INQ-202507263-002,2027-08-28,2027-09-26,草稿,53411,SALES-002,相关说明之间价格最新成为.
QUO-202507263-003,CUST-CN00010,INQ-202507263-003,2027-08-29,2027-09-27,草稿,25326,SALES-007,帖子研究责任.
QUO-202507264-001,CUST-CN00010,INQ-202507264-001,2027-08-30,2027-09-28,草稿,30683,SALES-007,基本论坛出现原因等级中心.
QUO-202507264-002,CUST-CN00003,INQ-202507264-002,2027-08-31,2027-09-29,已发送,61491,SALES-010,规定教育关于问题谢谢部分不过.
QUO-202507264-003,CUST-CN00001,INQ-202507264-003,2027-09-01,2027-09-30,已发送,42781,SALES-006,处理欢迎过程位置参加投资.
QUO-202507265-001,CUST-CN00006,INQ-202507265-001,2027-09-02,2027-10-01,草稿,23041,SALES-003,方法这样名称谢谢.
QUO-202507265-002,CUST-CN00007,INQ-202507265-002,2027-09-03,2027-10-02,已发送,64104,SALES-006,一下相关项目因此搜索公司看到.
QUO-202507265-003,CUST-CN00011,INQ-202507265-003,2027-09-04,2027-10-03,草稿,31188,SALES-004,公司发布还是品牌价格网上.
QUO-202507266-001,CUST-CN00011,INQ-202507266-001,2027-09-05,2027-10-04,草稿,36220,SALES-001,一起系列记者更新.
QUO-202507266-002,CUST-CN00020,INQ-202507266-002,2027-09-06,2027-10-05,已发送,64148,SALES-008,所以更新知道所以之后原因一下.
QUO-202507266-003,CUST-CN00020,INQ-202507266-003,2027-09-07,2027-10-06,已发送,73128,SALES-003,方法同时城市加入基本.
QUO-202507267-001,CUST-CN00008,INQ-202507267-001,2027-09-08,2027-10-07,已发送,88885,SALES-006,业务经济文件来源最大.
QUO-202507267-002,CUST-CN00016,INQ-202507267-002,2027-09-09,2027-10-08,草稿,25690,SALES-002,因此一次环境还有通过是一之间.
QUO-202507267-003,CUST-CN00017,INQ-202507267-003,2027-09-10,2027-10-09,已发送,48560,SALES-008,国家学习决定.
QUO-202507268-001,CUST-CN00017,INQ-202507268-001,2027-09-11,2027-10-10,已发送,60449,SALES-005,结果同时还是.
QUO-202507268-002,CUST-CN00009,INQ-202507268-002,2027-09-12,2027-10-11,已发送,49280,SALES-007,来源组织以后.
QUO-202507268-003,CUST-CN00016,INQ-202507268-003,2027-09-13,2027-10-12,已发送,30624,SALES-002,电话相关信息质量他们价格.
QUO-202507269-001,CUST-CN00001,INQ-202507269-001,2027-09-14,2027-10-13,已发送,69464,SALES-003,评论评论这样阅读经验公司重要电影.
QUO-202507269-002,CUST-CN00014,INQ-202507269-002,2027-09-15,2027-10-14,草稿,33100,SALES-004,现在位置一切.
QUO-202507269-003,CUST-CN00008,INQ-202507269-003,2027-09-16,2027-10-15,草稿,39586,SALES-010,资源成功觉得.
QUO-202507270-001,CUST-CN00011,INQ-202507270-001,2027-09-17,2027-10-16,草稿,53000,SALES-003,这样根据商品文章这里操作这些功能.
QUO-202507270-002,CUST-CN00012,INQ-202507270-002,2027-09-18,2027-10-17,草稿,62952,SALES-009,进行没有增加特别帮助.
QUO-202507270-003,CUST-CN00019,INQ-202507270-003,2027-09-19,2027-10-18,已发送,62948,SALES-009,各种首页谢谢操作产品应用.
QUO-202507271-001,CUST-CN00019,INQ-202507271-001,2027-09-20,2027-10-19,已发送,69341,SALES-007,如此制作参加学习也是数据谢谢.
QUO-202507271-002,CUST-CN00015,INQ-202507271-002,2027-09-21,2027-10-20,已发送,24916,SALES-006,系统详细如何也是现在通过结果.
QUO-202507271-003,CUST-CN00017,INQ-202507271-003,2027-09-22,2027-10-21,草稿,50708,SALES-010,系统人民注意以后影响今天.
QUO-202507272-001,CUST-CN00019,INQ-202507272-001,2027-09-23,2027-10-22,已发送,17169,SALES-001,系列有关到了功能只是管理增加中心.
QUO-202507272-002,CUST-CN00002,INQ-202507272-002,2027-09-24,2027-10-23,已发送,84687,SALES-009,提高很多开始这里起来显示.
QUO-202507272-003,CUST-CN00009,INQ-202507272-003,2027-09-25,2027-10-24,草稿,66374,SALES-009,制作一般环境您的国际今天情况觉得.
QUO-202507273-001,CUST-CN00005,INQ-202507273-001,2027-09-26,2027-10-25,草稿,79291,SALES-002,空间支持到了网上企业这样继续.
QUO-202507273-002,CUST-CN00016,INQ-202507273-002,2027-09-27,2027-10-26,已发送,81495,SALES-007,根据发表不要.
QUO-202507273-003,CUST-CN00015,INQ-202507273-003,2027-09-28,2027-10-27,草稿,76416,SALES-005,登录然后不能环境设计部门部门.
QUO-202507274-001,CUST-CN00007,INQ-202507274-001,2027-09-29,2027-10-28,已发送,62807,SALES-001,具有影响登录汽车.
QUO-202507274-002,CUST-CN00014,INQ-202507274-002,2027-09-30,2027-10-29,草稿,62774,SALES-008,然后工具类别必须增加其实.
QUO-202507274-003,CUST-CN00004,INQ-202507274-003,2027-10-01,2027-10-30,草稿,44068,SALES-007,系列深圳可以可是城市欢迎电子.
QUO-202507275-001,CUST-CN00012,INQ-202507275-001,2027-10-02,2027-10-31,已发送,55080,SALES-010,方面浏览认为对于项目.
QUO-202507275-002,CUST-CN00012,INQ-202507275-002,2027-10-03,2027-11-01,草稿,85835,SALES-009,说明实现品牌可以就是使用.
QUO-202507275-003,CUST-CN00016,INQ-202507275-003,2027-10-04,2027-11-02,已发送,20092,SALES-007,你的部分的话环境分析报告.
